brand,model,year,price,mileage,fuel_type,transmission
Ford,Fiesta,2013,8956,182152,Electric,Automatic
Honda,Civic,2016,10441,292909,Hybrid,Automatic
Audi,A3,2021,8283,295818,Diesel,Semi-Automatic
BMW,5 Series,2019,12399,120036,Electric,Semi-Automatic
Kia,Rio,2006,9588,155565,Electric,Automatic
Kia,Rio,2016,9669,186516,Diesel,Semi-Automatic
Hyundai,Sonata,2014,7253,297306,Diesel,Semi-Automatic
Kia,Optima,2023,13559,167039,Electric,Automatic
Toyota,Camry,2005,10718,19095,Electric,Semi-Automatic
Audi,Q5,2014,5646,252688,Petrol,Manual
Hyundai,Tucson,2015,10841,137933,Hybrid,Manual
Chevrolet,Impala,2004,8241,82916,Hybrid,Semi-Automatic
Ford,Fiesta,2001,8023,88822,Electric,Automatic
Audi,A4,2003,9051,57423,Hybrid,Semi-Automatic
Ford,Explorer,2016,12375,106240,Hybrid,Manual
Honda,Accord,2019,9290,205452,Petrol,Manual
Kia,Optima,2000,10018,19096,Petrol,Automatic
Audi,A3,2018,11987,145623,Hybrid,Manual
Kia,Sportage,2012,5086,215694,Diesel,Manual
BMW,3 Series,2003,8332,163353,Electric,Manual
Volkswagen,Golf,2016,13439,18025,Hybrid,Semi-Automatic
Audi,A3,2017,9487,210605,Electric,Semi-Automatic
Chevrolet,Impala,2007,8141,87940,Petrol,Manual
Audi,Q5,2017,12478,61090,Diesel,Automatic
Honda,Civic,2015,10072,36391,Diesel,Manual
Honda,Accord,2020,10748,207584,Petrol,Automatic
Ford,Focus,2023,16146,27676,Electric,Manual
Mercedes,C-Class,2016,9754,62254,Hybrid,Semi-Automatic
Hyundai,Tucson,2015,10107,239633,Electric,Manual
Toyota,RAV4,2000,8827,83650,Electric,Manual
Volkswagen,Tiguan,2000,7238,68081,Hybrid,Manual
Chevrolet,Malibu,2020,8061,216925,Diesel,Manual
Chevrolet,Equinox,2023,13496,70186,Hybrid,Manual
Honda,Accord,2001,5834,173293,Diesel,Automatic
Toyota,Camry,2002,6386,45687,Petrol,Manual
Mercedes,GLA,2018,15575,91226,Electric,Automatic
Audi,A3,2014,12450,92476,Hybrid,Automatic
BMW,5 Series,2018,8683,255802,Diesel,Manual
BMW,5 Series,2003,8971,151430,Electric,Semi-Automatic
Honda,CR-V,2013,9436,223151,Electric,Manual
Chevrolet,Equinox,2012,9695,45211,Petrol,Manual
BMW,X5,2011,5128,243572,Petrol,Semi-Automatic
Hyundai,Tucson,2011,8988,135585,Hybrid,Manual
BMW,3 Series,2008,6498,260076,Hybrid,Automatic
Kia,Optima,2008,10458,172054,Electric,Automatic
BMW,5 Series,2004,8127,183618,Electric,Automatic
Volkswagen,Golf,2009,9443,87845,Electric,Manual
Honda,Civic,2013,10401,94923,Diesel,Automatic
Ford,Focus,2018,7996,250184,Diesel,Semi-Automatic
Volkswagen,Tiguan,2004,6814,34276,Petrol,Manual
Ford,Fiesta,2019,15757,62114,Electric,Automatic
Hyundai,Elantra,2022,14499,135041,Diesel,Automatic
Ford,Explorer,2023,14653,102316,Hybrid,Semi-Automatic
Chevrolet,Impala,2009,7639,78039,Diesel,Manual
Kia,Sportage,2003,8729,93531,Electric,Automatic
Audi,Q5,2003,6355,132213,Diesel,Manual
Honda,Accord,2022,10769,166527,Diesel,Semi-Automatic
Hyundai,Tucson,2001,7682,160877,Petrol,Automatic
BMW,5 Series,2018,10767,261639,Electric,Automatic
Kia,Optima,2003,10156,47168,Petrol,Automatic
Chevrolet,Impala,2015,9429,93537,Petrol,Semi-Automatic
Ford,Focus,2007,10722,18861,Petrol,Manual
Chevrolet,Malibu,2001,8159,57004,Electric,Semi-Automatic
Honda,Accord,2006,6955,122245,Hybrid,Manual
Audi,A4,2022,14109,159544,Electric,Manual
Kia,Sportage,2017,8810,254486,Electric,Semi-Automatic
Chevrolet,Impala,2006,10121,3923,Petrol,Semi-Automatic
Volkswagen,Tiguan,2005,5791,95418,Hybrid,Semi-Automatic
Kia,Optima,2023,14696,65179,Petrol,Automatic
BMW,5 Series,2011,11193,20334,Diesel,Manual
Toyota,Corolla,2005,9229,53501,Hybrid,Manual
Kia,Rio,2010,11243,177834,Electric,Automatic
Hyundai,Tucson,2009,6909,154527,Electric,Semi-Automatic
Ford,Explorer,2015,10842,77869,Petrol,Manual
BMW,X5,2009,6916,164195,Electric,Manual
Chevrolet,Malibu,2020,7883,240811,Diesel,Manual
Hyundai,Tucson,2016,16340,42962,Electric,Automatic
Audi,A3,2015,10231,28441,Hybrid,Manual
Ford,Explorer,2013,6630,223480,Hybrid,Manual
Audi,Q5,2019,15413,39310,Electric,Automatic
Ford,Fiesta,2020,10434,148290,Hybrid,Manual
Hyundai,Elantra,2018,13969,86529,Electric,Manual
Chevrolet,Impala,2008,8227,63631,Diesel,Manual
Volkswagen,Tiguan,2012,13718,4081,Electric,Manual
Chevrolet,Equinox,2015,5720,278961,Diesel,Semi-Automatic
Chevrolet,Malibu,2019,7793,285346,Diesel,Semi-Automatic
Audi,Q5,2003,10423,58845,Hybrid,Automatic
Volkswagen,Golf,2023,11219,239018,Hybrid,Semi-Automatic
Chevrolet,Impala,2009,7090,150497,Petrol,Automatic
Toyota,Camry,2019,11408,64568,Diesel,Semi-Automatic
Honda,CR-V,2011,11297,120113,Petrol,Automatic
Volkswagen,Tiguan,2019,7685,230727,Petrol,Manual
Kia,Sportage,2020,9550,187468,Petrol,Automatic
Chevrolet,Malibu,2004,6418,114096,Electric,Manual
Volkswagen,Passat,2016,9925,188728,Diesel,Semi-Automatic
BMW,3 Series,2015,12280,140987,Electric,Manual
Chevrolet,Impala,2001,5594,240286,Hybrid,Semi-Automatic
Mercedes,GLA,2007,7599,60036,Hybrid,Manual
Chevrolet,Equinox,2006,11601,49929,Electric,Manual
Volkswagen,Tiguan,2015,8819,164046,Diesel,Manual
Chevrolet,Impala,2008,5862,151880,Hybrid,Semi-Automatic
Toyota,RAV4,2002,6652,257390,Electric,Automatic
Honda,CR-V,2009,13701,9934,Electric,Automatic
Hyundai,Elantra,2000,7476,46165,Diesel,Automatic
Honda,Accord,2011,7813,279343,Electric,Manual
Toyota,Corolla,2019,11660,201968,Electric,Semi-Automatic
Toyota,Corolla,2018,9367,226640,Hybrid,Semi-Automatic
Audi,A4,2001,6909,29526,Hybrid,Semi-Automatic
BMW,X5,2023,14052,182399,Hybrid,Automatic
Hyundai,Tucson,2000,7494,50291,Hybrid,Semi-Automatic
Kia,Optima,2012,14081,45936,Hybrid,Automatic
Honda,Accord,2002,7514,164258,Petrol,Automatic
Toyota,RAV4,2007,8205,149723,Diesel,Automatic
Chevrolet,Equinox,2020,10076,196173,Petrol,Manual
Toyota,RAV4,2016,9627,183605,Petrol,Manual
Honda,Accord,2019,14431,93409,Electric,Manual
Honda,Accord,2014,7525,263720,Petrol,Automatic
Chevrolet,Malibu,2019,13008,84580,Hybrid,Semi-Automatic
Audi,A4,2006,11384,5762,Hybrid,Automatic
Honda,CR-V,2015,7184,215757,Petrol,Semi-Automatic
Audi,A4,2015,10653,237333,Electric,Automatic
Mercedes,E-Class,2021,13049,142515,Electric,Semi-Automatic
Audi,A4,2010,7548,122590,Hybrid,Manual
Audi,A4,2008,8751,22414,Diesel,Semi-Automatic
Hyundai,Sonata,2011,7333,223344,Hybrid,Automatic
BMW,5 Series,2007,9340,67972,Hybrid,Semi-Automatic
Ford,Fiesta,2010,12378,156099,Electric,Automatic
Chevrolet,Impala,2003,7132,178369,Petrol,Automatic
Mercedes,GLA,2001,8823,8832,Hybrid,Semi-Automatic
Volkswagen,Passat,2014,5939,238001,Hybrid,Manual
Honda,CR-V,2009,7871,266435,Diesel,Automatic
Toyota,Camry,2007,7667,126631,Hybrid,Manual
Audi,Q5,2005,6236,133166,Hybrid,Manual
Toyota,Camry,2008,10496,30173,Electric,Automatic
Toyota,RAV4,2001,9444,32783,Electric,Semi-Automatic
Ford,Fiesta,2010,9129,93513,Hybrid,Semi-Automatic
Hyundai,Elantra,2011,10059,32035,Petrol,Manual
Honda,CR-V,2013,10448,162563,Electric,Manual
Mercedes,GLA,2008,9012,59372,Diesel,Semi-Automatic
BMW,X5,2019,13714,39275,Electric,Manual
Mercedes,E-Class,2007,8733,198340,Electric,Manual
BMW,5 Series,2019,8936,293175,Electric,Manual
Chevrolet,Equinox,2018,10665,206717,Electric,Automatic
Hyundai,Sonata,2011,5970,291467,Electric,Semi-Automatic
Honda,Civic,2012,7384,155798,Hybrid,Manual
Kia,Rio,2003,7408,114556,Diesel,Manual
Volkswagen,Tiguan,2014,9859,32008,Hybrid,Manual
Toyota,Corolla,2010,11225,3706,Hybrid,Semi-Automatic
Audi,Q5,2014,8098,180091,Diesel,Semi-Automatic
BMW,5 Series,2021,14548,2578,Electric,Semi-Automatic
Mercedes,C-Class,2020,14621,23933,Petrol,Automatic
Audi,A3,2005,7728,133567,Petrol,Manual
Toyota,RAV4,2009,6560,131952,Petrol,Manual
Honda,Accord,2020,5433,293337,Diesel,Manual
Chevrolet,Equinox,2021,9150,252473,Hybrid,Semi-Automatic
Hyundai,Elantra,2018,8838,168094,Hybrid,Manual
Kia,Rio,2006,9655,42204,Hybrid,Semi-Automatic
BMW,X5,2004,5878,71056,Hybrid,Semi-Automatic
Hyundai,Sonata,2000,7047,52610,Diesel,Automatic
Chevrolet,Malibu,2014,6294,200270,Diesel,Semi-Automatic
Honda,CR-V,2017,9633,53326,Petrol,Manual
Toyota,Corolla,2018,9260,111958,Diesel,Manual
BMW,5 Series,2018,6102,279897,Petrol,Semi-Automatic
Audi,A4,2016,10823,53839,Electric,Semi-Automatic
Volkswagen,Golf,2017,6927,298624,Diesel,Semi-Automatic
Volkswagen,Golf,2011,9297,290139,Electric,Automatic
Toyota,RAV4,2021,11694,225281,Electric,Manual
Honda,CR-V,2010,9468,56557,Diesel,Manual
Kia,Sportage,2005,5189,175506,Petrol,Automatic
Hyundai,Tucson,2018,8530,288472,Electric,Manual
Audi,A3,2007,5782,75883,Diesel,Semi-Automatic
Mercedes,C-Class,2008,10718,89078,Diesel,Automatic
Kia,Sportage,2010,8288,255573,Diesel,Automatic
Honda,Civic,2004,10247,42624,Hybrid,Manual
Kia,Rio,2019,7297,190109,Petrol,Manual
Kia,Optima,2002,5280,45968,Diesel,Semi-Automatic
Kia,Sportage,2009,9510,74477,Hybrid,Manual
BMW,5 Series,2014,5001,219921,Diesel,Manual
Chevrolet,Equinox,2012,8090,195479,Electric,Semi-Automatic
Chevrolet,Equinox,2019,17054,12292,Electric,Automatic
BMW,X5,2003,7190,195476,Electric,Manual
Audi,A3,2019,11299,155039,Diesel,Automatic
BMW,X5,2016,13272,106356,Hybrid,Automatic
Kia,Sportage,2004,8619,179026,Electric,Manual
Honda,CR-V,2013,11117,174132,Electric,Automatic
Kia,Optima,2015,9728,158589,Hybrid,Automatic
Kia,Rio,2015,7418,139098,Diesel,Semi-Automatic
Mercedes,C-Class,2000,7435,68230,Electric,Semi-Automatic
Volkswagen,Passat,2019,9262,116866,Diesel,Manual
Chevrolet,Equinox,2018,15575,6212,Diesel,Automatic
Volkswagen,Passat,2020,9658,262079,Diesel,Automatic
Volkswagen,Tiguan,2017,12467,81604,Electric,Automatic
Audi,A3,2020,8182,295890,Hybrid,Manual
Mercedes,E-Class,2023,9823,278847,Electric,Manual
Ford,Focus,2001,10472,106379,Electric,Automatic
Honda,Accord,2021,15298,30072,Hybrid,Manual
Honda,Accord,2014,8664,276760,Hybrid,Automatic
Audi,Q5,2004,10163,86804,Electric,Semi-Automatic
Audi,A4,2010,10281,70950,Hybrid,Automatic
Honda,Accord,2019,9055,142212,Hybrid,Semi-Automatic
Hyundai,Tucson,2005,8982,40890,Diesel,Automatic
BMW,X5,2019,7754,277287,Electric,Semi-Automatic
Mercedes,GLA,2015,13463,71836,Hybrid,Automatic
Volkswagen,Passat,2021,9944,227784,Diesel,Semi-Automatic
Mercedes,C-Class,2013,6050,177460,Petrol,Semi-Automatic
BMW,5 Series,2008,6807,224616,Hybrid,Semi-Automatic
Kia,Sportage,2007,7852,42352,Hybrid,Manual
Hyundai,Elantra,2019,8832,213388,Hybrid,Manual
Toyota,Camry,2023,12142,102888,Petrol,Semi-Automatic
Audi,A3,2008,5169,246550,Hybrid,Semi-Automatic
BMW,X5,2003,7941,82919,Petrol,Manual
Mercedes,E-Class,2007,5108,274551,Diesel,Manual
Chevrolet,Malibu,2020,12519,294021,Electric,Automatic
Ford,Explorer,2023,13196,95173,Petrol,Semi-Automatic
Hyundai,Elantra,2023,16492,55386,Electric,Automatic
Chevrolet,Equinox,2007,6203,239827,Electric,Semi-Automatic
Hyundai,Sonata,2012,8067,141631,Electric,Manual
Hyundai,Sonata,2021,12289,105522,Diesel,Manual
BMW,5 Series,2020,12915,29249,Petrol,Manual
BMW,X5,2001,5814,189265,Electric,Semi-Automatic
Kia,Optima,2017,9941,197920,Diesel,Manual
Toyota,Corolla,2002,6953,147344,Electric,Automatic
Mercedes,GLA,2007,7312,274384,Electric,Semi-Automatic
Volkswagen,Passat,2007,5374,231294,Petrol,Manual
BMW,3 Series,2013,8873,146308,Petrol,Automatic
Volkswagen,Tiguan,2015,11652,92367,Electric,Automatic
Chevrolet,Malibu,2020,9822,243884,Hybrid,Manual
Ford,Focus,2011,9662,96854,Petrol,Semi-Automatic
Audi,A4,2015,14358,12065,Hybrid,Automatic
Volkswagen,Golf,2017,9194,160275,Hybrid,Semi-Automatic
Kia,Optima,2012,6626,293687,Diesel,Manual
Ford,Fiesta,2018,12043,117840,Hybrid,Automatic
Audi,A3,2022,7992,240385,Hybrid,Semi-Automatic
Kia,Rio,2000,6119,54032,Diesel,Automatic
Hyundai,Tucson,2014,7758,252087,Petrol,Semi-Automatic
Toyota,Corolla,2012,6688,235589,Diesel,Semi-Automatic
Audi,A3,2018,10320,258956,Diesel,Automatic
Mercedes,E-Class,2006,7643,117834,Diesel,Semi-Automatic
Volkswagen,Golf,2021,13268,201580,Electric,Automatic
Toyota,Camry,2009,7522,28894,Petrol,Semi-Automatic
Ford,Focus,2014,8674,156276,Diesel,Manual
Kia,Rio,2019,9793,240312,Electric,Semi-Automatic
Toyota,Camry,2017,11046,152699,Electric,Semi-Automatic
BMW,X5,2023,13393,130341,Electric,Semi-Automatic
Chevrolet,Malibu,2020,12294,210269,Hybrid,Automatic
Hyundai,Elantra,2018,12758,82051,Hybrid,Automatic
Hyundai,Sonata,2011,7050,67463,Diesel,Manual
Mercedes,GLA,2010,7545,162706,Electric,Manual
Ford,Focus,2022,10666,211683,Hybrid,Automatic
Honda,Accord,2009,7901,119916,Petrol,Automatic
Chevrolet,Impala,2011,7657,232148,Electric,Semi-Automatic
Mercedes,E-Class,2010,5494,295293,Electric,Manual
Toyota,RAV4,2013,13010,24472,Petrol,Automatic
Chevrolet,Impala,2006,7705,179721,Hybrid,Semi-Automatic
Audi,A4,2010,7959,12009,Petrol,Semi-Automatic
Chevrolet,Malibu,2023,14870,1485,Hybrid,Automatic
Volkswagen,Passat,2011,7534,273272,Hybrid,Automatic
Honda,Civic,2012,7663,241815,Petrol,Automatic
BMW,X5,2007,9508,89590,Hybrid,Semi-Automatic
Mercedes,GLA,2009,10214,14292,Hybrid,Semi-Automatic
Mercedes,C-Class,2022,13536,148159,Diesel,Automatic
Ford,Focus,2017,11382,255900,Electric,Automatic
Hyundai,Sonata,2020,14574,11279,Electric,Manual
BMW,5 Series,2002,5218,139052,Electric,Manual
Mercedes,C-Class,2019,11773,111314,Petrol,Manual
Chevrolet,Malibu,2009,11196,85164,Diesel,Automatic
Chevrolet,Malibu,2015,13829,8531,Diesel,Automatic
Honda,Accord,2015,8371,241408,Diesel,Manual
Chevrolet,Malibu,2010,9851,172422,Electric,Manual
Kia,Optima,2015,8082,235899,Petrol,Automatic
Toyota,Camry,2014,8273,191319,Hybrid,Manual
Mercedes,E-Class,2000,7264,71762,Petrol,Manual
Chevrolet,Malibu,2016,11684,15793,Petrol,Semi-Automatic
Audi,A3,2010,8705,84742,Petrol,Manual
BMW,3 Series,2004,7219,14005,Petrol,Semi-Automatic
Honda,Civic,2016,12144,27783,Hybrid,Automatic
Hyundai,Elantra,2022,12906,144653,Hybrid,Automatic
Hyundai,Tucson,2010,14563,6807,Electric,Automatic
Honda,CR-V,2014,11981,75940,Electric,Automatic
Kia,Optima,2006,9143,102842,Hybrid,Manual
Kia,Sportage,2010,6534,228275,Electric,Manual
Chevrolet,Impala,2005,8014,214270,Electric,Manual
Mercedes,E-Class,2002,6809,24516,Petrol,Manual
BMW,5 Series,2023,9189,220504,Petrol,Semi-Automatic
Hyundai,Sonata,2021,11413,154314,Diesel,Automatic
Hyundai,Sonata,2001,6396,80160,Diesel,Manual
Chevrolet,Malibu,2006,5650,252463,Petrol,Manual
Toyota,RAV4,2015,12669,6543,Hybrid,Semi-Automatic
BMW,5 Series,2020,6446,297675,Diesel,Manual
Volkswagen,Tiguan,2023,10713,264338,Electric,Manual
Toyota,RAV4,2020,13939,128014,Electric,Manual
Kia,Rio,2007,6316,204192,Hybrid,Manual
Honda,Civic,2006,7610,164498,Electric,Semi-Automatic
BMW,X5,2004,5360,66995,Petrol,Semi-Automatic
Audi,A4,2018,12341,122908,Hybrid,Semi-Automatic
Honda,Accord,2007,10136,28181,Diesel,Semi-Automatic
Hyundai,Sonata,2023,14202,59862,Hybrid,Semi-Automatic
BMW,5 Series,2016,12499,95043,Hybrid,Automatic
Honda,CR-V,2001,7660,146954,Petrol,Automatic
Volkswagen,Golf,2001,7191,10442,Diesel,Automatic
Toyota,RAV4,2022,14129,183530,Electric,Automatic
Hyundai,Elantra,2020,10457,172103,Hybrid,Semi-Automatic
Hyundai,Tucson,2017,7998,195051,Hybrid,Semi-Automatic
Toyota,RAV4,2022,14268,111574,Hybrid,Automatic
Ford,Fiesta,2013,12843,77846,Electric,Semi-Automatic
Ford,Explorer,2020,9498,190065,Diesel,Semi-Automatic
Volkswagen,Tiguan,2021,9901,229919,Petrol,Semi-Automatic
Toyota,Camry,2011,9061,116936,Petrol,Automatic
Hyundai,Tucson,2003,5468,211589,Petrol,Semi-Automatic
Chevrolet,Impala,2015,11278,46064,Hybrid,Automatic
Hyundai,Sonata,2004,10123,23803,Hybrid,Automatic
Volkswagen,Golf,2009,5827,288635,Hybrid,Manual
Toyota,Camry,2016,11735,23232,Diesel,Automatic
Mercedes,E-Class,2010,9186,145664,Electric,Semi-Automatic
Honda,Civic,2019,12871,196409,Electric,Automatic
Kia,Sportage,2003,7163,141843,Diesel,Semi-Automatic
Honda,Accord,2009,7282,260872,Hybrid,Semi-Automatic
Honda,Accord,2016,11081,50916,Diesel,Manual
Ford,Explorer,2014,11441,47923,Electric,Semi-Automatic
Hyundai,Elantra,2023,12301,89918,Hybrid,Manual
Hyundai,Elantra,2008,5974,166274,Petrol,Manual
BMW,X5,2008,9014,164284,Electric,Semi-Automatic
Chevrolet,Malibu,2007,7486,100696,Electric,Semi-Automatic
Volkswagen,Tiguan,2000,5526,168674,Electric,Manual
BMW,3 Series,2021,8130,228466,Diesel,Semi-Automatic
Kia,Sportage,2021,14122,173864,Electric,Automatic
Volkswagen,Golf,2014,10353,192340,Electric,Automatic
Ford,Focus,2014,7047,142610,Petrol,Semi-Automatic
Audi,A4,2005,11391,427,Hybrid,Automatic
Mercedes,E-Class,2011,7095,190224,Petrol,Semi-Automatic
Chevrolet,Impala,2017,13040,173000,Hybrid,Automatic
Mercedes,E-Class,2007,9510,119462,Electric,Semi-Automatic
Kia,Rio,2001,5436,228167,Hybrid,Semi-Automatic
Audi,Q5,2013,10653,32308,Electric,Manual
BMW,X5,2007,6917,259103,Electric,Manual
Volkswagen,Golf,2016,10423,248821,Electric,Semi-Automatic
BMW,3 Series,2006,8778,41070,Petrol,Manual
Kia,Rio,2005,9942,137857,Electric,Automatic
Toyota,RAV4,2002,7681,30901,Hybrid,Semi-Automatic
Ford,Explorer,2007,8370,41481,Hybrid,Semi-Automatic
Mercedes,E-Class,2022,11832,198362,Diesel,Automatic
Chevrolet,Malibu,2016,13181,110946,Hybrid,Automatic
Chevrolet,Malibu,2022,11912,194358,Electric,Automatic
BMW,X5,2010,9621,38947,Petrol,Automatic
Audi,A4,2015,12460,21986,Petrol,Semi-Automatic
Toyota,Corolla,2001,5727,153623,Electric,Manual
BMW,5 Series,2004,5394,215282,Petrol,Automatic
Hyundai,Elantra,2015,11240,172957,Diesel,Automatic
Toyota,Camry,2021,11742,172897,Petrol,Automatic
BMW,5 Series,2001,5430,188485,Hybrid,Manual
Toyota,Corolla,2010,11212,84379,Electric,Semi-Automatic
Ford,Focus,2002,6561,171943,Hybrid,Manual
Chevrolet,Equinox,2015,9171,186446,Electric,Manual
Audi,A4,2016,11070,171454,Hybrid,Automatic
Honda,Accord,2014,11438,63052,Hybrid,Automatic
Volkswagen,Passat,2017,9791,280427,Hybrid,Automatic
Mercedes,E-Class,2005,5813,169337,Hybrid,Semi-Automatic
Kia,Optima,2002,7221,103919,Electric,Manual
Chevrolet,Equinox,2012,9054,167296,Diesel,Automatic
Volkswagen,Passat,2007,12353,27307,Hybrid,Automatic
Volkswagen,Passat,2009,8645,72733,Petrol,Manual
Mercedes,E-Class,2015,13926,148686,Electric,Automatic
Honda,Accord,2015,6871,166446,Petrol,Semi-Automatic
Kia,Sportage,2015,9698,275056,Electric,Semi-Automatic
Toyota,Corolla,2016,7147,297649,Petrol,Semi-Automatic
BMW,3 Series,2005,8074,126275,Petrol,Automatic
Toyota,RAV4,2012,6261,261912,Petrol,Semi-Automatic
Chevrolet,Impala,2012,8856,67196,Hybrid,Semi-Automatic
Audi,Q5,2001,5117,214136,Petrol,Manual
Hyundai,Sonata,2016,9396,80179,Diesel,Manual
Kia,Sportage,2006,9302,59893,Hybrid,Semi-Automatic
Toyota,RAV4,2004,7971,106431,Electric,Automatic
Kia,Rio,2017,5747,277622,Diesel,Manual
Audi,A4,2015,7199,290012,Petrol,Manual
Mercedes,E-Class,2002,5307,104621,Diesel,Automatic
Audi,A3,2013,11336,18182,Petrol,Manual
Toyota,RAV4,2016,13295,170227,Electric,Automatic
Audi,Q5,2016,9510,249475,Diesel,Automatic
BMW,5 Series,2011,9635,188240,Petrol,Automatic
Audi,Q5,2011,11322,73858,Electric,Automatic
Toyota,RAV4,2014,11907,34617,Diesel,Semi-Automatic
BMW,3 Series,2016,10228,108570,Electric,Manual
Toyota,Camry,2012,10832,63389,Diesel,Semi-Automatic
Honda,Accord,2001,6137,283111,Electric,Automatic
Ford,Fiesta,2006,6792,250389,Petrol,Automatic
BMW,3 Series,2010,12388,561,Electric,Manual
Toyota,Camry,2019,13227,113614,Petrol,Automatic
Kia,Sportage,2001,5006,284655,Electric,Automatic
Mercedes,C-Class,2006,7470,236495,Diesel,Automatic
BMW,3 Series,2000,6442,232886,Electric,Semi-Automatic
Mercedes,C-Class,2008,7806,204692,Electric,Semi-Automatic
Ford,Explorer,2021,10452,282353,Diesel,Automatic
Toyota,Camry,2018,12695,135238,Electric,Automatic
Honda,CR-V,2002,8547,87629,Electric,Automatic
BMW,X5,2001,7462,126853,Hybrid,Manual
Hyundai,Sonata,2017,12245,67747,Hybrid,Automatic
Chevrolet,Impala,2015,10445,207715,Electric,Semi-Automatic
Toyota,RAV4,2019,9754,142254,Petrol,Semi-Automatic
BMW,5 Series,2017,8461,271941,Diesel,Automatic
Kia,Optima,2012,6355,197244,Petrol,Automatic
Kia,Sportage,2020,10431,213443,Electric,Automatic
Chevrolet,Equinox,2019,10789,245509,Electric,Automatic
Audi,A3,2022,8380,265987,Diesel,Manual
Mercedes,C-Class,2020,10923,263829,Electric,Semi-Automatic
Audi,A4,2007,6804,209796,Hybrid,Manual
BMW,3 Series,2004,6124,168782,Diesel,Automatic
Toyota,Corolla,2007,6002,194896,Electric,Manual
Ford,Fiesta,2006,12124,3768,Electric,Semi-Automatic
Volkswagen,Passat,2016,8220,198996,Electric,Semi-Automatic
Audi,Q5,2017,11875,21203,Electric,Semi-Automatic
Volkswagen,Golf,2022,15371,61450,Electric,Manual
Volkswagen,Golf,2015,10080,260973,Electric,Manual
Hyundai,Tucson,2018,11530,38487,Diesel,Automatic
Toyota,Corolla,2015,7346,267695,Electric,Manual
Ford,Explorer,2006,7073,126309,Hybrid,Automatic
Kia,Rio,2001,5921,168949,Hybrid,Manual
Ford,Focus,2000,7782,60894,Hybrid,Automatic
Toyota,Camry,2023,8022,283868,Diesel,Semi-Automatic
Volkswagen,Tiguan,2022,12926,113682,Diesel,Automatic
Volkswagen,Golf,2016,9991,115408,Hybrid,Manual
Toyota,Corolla,2002,9244,102787,Hybrid,Automatic
BMW,X5,2018,10994,115288,Hybrid,Semi-Automatic
Honda,CR-V,2019,12546,22677,Petrol,Automatic
Volkswagen,Golf,2011,12695,30202,Electric,Automatic
Toyota,Camry,2020,14519,39049,Electric,Automatic
Audi,Q5,2002,9047,132635,Hybrid,Automatic
BMW,5 Series,2013,9925,148705,Petrol,Manual
Volkswagen,Golf,2016,12458,42059,Electric,Semi-Automatic
Hyundai,Elantra,2012,11570,106479,Hybrid,Automatic
BMW,5 Series,2011,11541,7915,Petrol,Manual
Honda,Accord,2007,5961,211916,Diesel,Automatic
Mercedes,GLA,2001,6176,201173,Electric,Automatic
Kia,Optima,2015,6649,167521,Petrol,Manual
Toyota,Camry,2011,9864,76782,Electric,Semi-Automatic
Hyundai,Tucson,2012,8430,58475,Petrol,Manual
Ford,Focus,2007,6793,190302,Petrol,Semi-Automatic
Ford,Explorer,2015,8279,141037,Petrol,Semi-Automatic
Ford,Focus,2008,8091,155423,Hybrid,Manual
Mercedes,GLA,2009,10323,188809,Electric,Automatic
Volkswagen,Passat,2017,12764,56768,Petrol,Semi-Automatic
Chevrolet,Impala,2016,7378,291063,Hybrid,Semi-Automatic
Chevrolet,Malibu,2022,14516,169151,Electric,Automatic
Audi,Q5,2012,8082,95865,Diesel,Manual
BMW,3 Series,2011,12315,49207,Electric,Manual
BMW,3 Series,2012,7600,174965,Petrol,Semi-Automatic
Toyota,Camry,2019,11924,253785,Hybrid,Automatic
BMW,5 Series,2001,5312,294363,Electric,Semi-Automatic
Honda,Accord,2021,14720,68962,Petrol,Automatic
Honda,CR-V,2000,5165,281735,Electric,Automatic
Ford,Fiesta,2000,7306,39659,Diesel,Manual
Hyundai,Sonata,2018,10357,17147,Diesel,Semi-Automatic
Chevrolet,Equinox,2017,9038,233090,Electric,Semi-Automatic
Kia,Sportage,2012,11985,15738,Diesel,Automatic
Ford,Focus,2000,8879,66018,Petrol,Automatic
Chevrolet,Malibu,2017,8946,102659,Petrol,Manual
Volkswagen,Passat,2013,11426,73688,Diesel,Automatic
Chevrolet,Equinox,2013,10703,59826,Electric,Manual
Ford,Focus,2023,9120,258969,Diesel,Manual
Volkswagen,Passat,2021,8602,284852,Petrol,Manual
Ford,Explorer,2020,9500,274959,Diesel,Semi-Automatic
Hyundai,Sonata,2003,8211,154422,Electric,Manual
Mercedes,C-Class,2019,6675,261205,Hybrid,Manual
Hyundai,Elantra,2002,8497,85143,Petrol,Automatic
Ford,Focus,2015,5237,293123,Hybrid,Semi-Automatic
Chevrolet,Malibu,2019,9157,217110,Hybrid,Automatic
Mercedes,C-Class,2003,9373,91315,Hybrid,Automatic
BMW,X5,2003,6911,214401,Electric,Manual
Kia,Sportage,2020,12770,126451,Electric,Automatic
Ford,Fiesta,2009,5780,230976,Diesel,Manual
Volkswagen,Golf,2007,10626,23679,Petrol,Semi-Automatic
Volkswagen,Passat,2008,5903,159839,Diesel,Semi-Automatic
Ford,Explorer,2000,5439,13049,Petrol,Manual
Kia,Rio,2003,9075,51216,Hybrid,Automatic
Hyundai,Tucson,2005,5328,178582,Electric,Semi-Automatic
